Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Phoenix, AZ","Los Angeles, CA",4,Blue,39,Female,1,2009,18,25,Business travel,1,65,30,Eco,20,1/20/14,WN,Cheapseats Airlines Inc.,California,Arizona,6,2,0,No,56,370,no,-118.104332,33.982668,-111.970041,33.494067
"Atlanta, GA","Detroit, MI",4,Platinum,31,Female,1,2008,12,4,Business travel,0,10,60,Eco,22,1/22/14,DL,Sigma Airlines Inc.,Michigan,Georgia,12,0,14,No,85,594,yes,-83.227554,42.490005,-84.331858,33.824102
"Salt Lake City, UT","San Diego, CA",3,Blue,16,Male,1,2009,4,1,Personal Travel,1,0,65,Eco,5,3/5/14,DL,Sigma Airlines Inc.,California,Utah,6,0,1,No,91,626,no,-117.128799,32.928728,-111.929515,40.640838
"Idaho Falls, ID","Salt Lake City, UT",3,Silver,50,Male,1,2004,14,5,Business travel,2,30,250,Eco,31,1/31/14,OO,Northwest Business Airlines Inc.,Utah,Idaho,15,66,62,No,32,188,yes,-111.929515,40.640838,-112.00085,43.495177
"Columbia, SC","Atlanta, GA",4,Blue,37,Male,1,2012,27,10,Business travel,4,0,20,Eco,27,3/27/14,DL,Sigma Airlines Inc.,Georgia,South Carolina,16,0,0,No,30,192,no,-84.331858,33.824102,-81.077207,34.036236
"Albuquerque, NM","Phoenix, AZ",4,Silver,30,Male,1,2005,1,10,Business travel,0,0,0,Business,23,3/23/14,WN,Cheapseats Airlines Inc.,Arizona,New Mexico,7,33,24,No,43,328,yes,-111.970041,33.494067,-106.628138,35.143367
"St. Louis, MO","Orlando, FL",4,Blue,30,Female,2,2010,17,2,Business travel,2,15,60,Eco,4,3/4/14,WN,Cheapseats Airlines Inc.,Florida,Missouri,16,3,0,No,133,882,no,-81.411184,28.584434,-90.340926,38.630705
"San Jose, CA","Seattle, WA",1,Blue,73,Female,1,2008,28,3,Personal Travel,0,0,25,Eco Plus,31,3/31/14,AS,FlyToSun Airlines Inc.,Washington,California,7,17,6,No,108,697,yes,-122.274661,47.468409,-121.945145,37.329845
"Seattle, WA","Minneapolis, MN",3,Blue,48,Female,1,2006,18,4,Business travel,1,0,30,Eco,12,3/12/14,DL,Sigma Airlines Inc.,Minnesota,Washington,19,6,3,No,195,1399,no,-93.2798,44.978156,-122.274661,47.468409
"Denver, CO","Houston, TX",3,Blue,80,Female,2,2012,22,4,Personal Travel,0,20,40,Eco,31,3/31/14,F9,GoingNorth Airlines Inc.,Texas,Colorado,10,0,0,No,123,862,no,-95.393531,29.784308,-104.955096,39.710774
"Columbia, SC","New York, NY",4,Silver,48,Male,1,2004,9,4,Business travel,1,20,90,Eco,28,3/28/14,EV,FlyFast Airways Inc.,New York,South Carolina,19,0,0,No,106,617,no,-73.970221,40.718357,-81.077207,34.036236
"Phoenix, AZ","San Francisco, CA",4,Blue,47,Female,1,2006,10,2,Business travel,0,0,45,Eco,22,2/22/14,OO,Northwest Business Airlines Inc.,California,Arizona,14,40,23,No,86,651,yes,-122.383287,37.754645,-111.970041,33.494067
"Boston, MA","Detroit, MI",4,Blue,80,Female,1,2005,11,6,Business travel,0,0,55,Eco,17,1/17/14,DL,Sigma Airlines Inc.,Michigan,Massachusetts,19,0,0,No,79,632,no,-83.227554,42.490005,-71.140708,42.373132
"Los Angeles, CA","San Diego, CA",4,Blue,36,Male,1,2008,18,8,Business travel,1,0,20,Business,7,2/7/14,OO,Northwest Business Airlines Inc.,California,California,10,0,34,No,29,109,yes,-117.128799,32.928728,-118.104332,33.982668
"Los Angeles, CA","San Diego, CA",2,Blue,85,Male,2,2011,0,1,Business travel,0,0,60,Eco,2,1/2/14,OO,Northwest Business Airlines Inc.,California,California,18,50,52,No,26,109,yes,-117.128799,32.928728,-118.104332,33.982668
"Boston, MA","Philadelphia, PA",2,Blue,35,Female,1,2003,0,33,Personal Travel,4,90,60,Eco Plus,12,2/12/14,US,Southeast Airlines Co.,Pennsylvania,Massachusetts,18,1,34,No,43,280,yes,-75.298163,39.973331,-71.140708,42.373132
"Denver, CO","Tucson, AZ",3,Blue,61,Female,0,2010,75,8,Personal Travel,0,0,29,Eco,19,2/19/14,OO,Northwest Business Airlines Inc.,Arizona,Colorado,16,0,0,No,85,639,no,-110.946141,32.254891,-104.955096,39.710774
"Los Angeles, CA","San Diego, CA",2,Platinum,78,Male,1,2004,30,3,Personal Travel,0,30,95,Eco,19,3/19/14,OO,Northwest Business Airlines Inc.,California,California,15,0,5,No,25,109,no,-117.128799,32.928728,-118.104332,33.982668
"Los Angeles, CA","Washington, DC",4,Blue,61,Female,1,2005,22,4,Business travel,0,0,150,Eco,11,3/11/14,OU,Oursin Airlines Inc.,Virginia,California,19,2,0,No,321,2288,no,-77.18974,38.897394,-118.104332,33.982668
"Miami, FL","Las Vegas, NV",3,Blue,18,Male,2,2004,14,2,Personal Travel,2,0,150,Eco,25,3/25/14,AA,Paul Smith Airlines Inc.,Nevada,Florida,14,0,0,No,234,2174,no,-115.167218,36.134893,-80.231428,26.175616
"Austin, TX","Las Vegas, NV",4,Blue,56,Female,2,2012,33,10,Business travel,0,120,30,Eco,16,2/16/14,WN,Cheapseats Airlines Inc.,Nevada,Texas,10,19,2,No,128,1090,no,-115.167218,36.134893,-97.761533,30.358514
"New York, NY","Boston, MA",3,Blue,58,Male,1,2007,21,5,Personal Travel,0,45,105,Eco,1,2/1/14,DL,Sigma Airlines Inc.,Massachusetts,New York,6,0,0,No,46,187,no,-71.140708,42.373132,-73.970221,40.718357
"Austin, TX","Las Vegas, NV",2,Blue,45,Male,1,2006,21,11,Personal Travel,1,0,160,Eco,3,2/3/14,WN,Cheapseats Airlines Inc.,Nevada,Texas,17,20,1,No,131,1090,no,-115.167218,36.134893,-97.761533,30.358514
"Atlanta, GA","Chicago, IL",4,Blue,39,Female,1,2007,19,4,Business travel,0,90,60,Eco,30,3/30/14,DL,Sigma Airlines Inc.,Illinois,Georgia,11,0,0,No,79,606,no,-87.895427,41.827126,-84.331858,33.824102
"Cincinnati, OH","Chicago, IL",3,Blue,33,Female,1,2008,23,16,Personal Travel,3,0,15,Eco,11,3/11/14,EV,FlyFast Airways Inc.,Illinois,Kentucky,8,0,0,No,40,265,no,-87.895427,41.827126,-84.462043,39.185505
"Las Vegas, NV","Los Angeles, CA",3,Blue,19,Male,1,2003,24,10,Business travel,0,7,120,Eco,9,2/9/14,AA,Paul Smith Airlines Inc.,California,Nevada,17,0,19,No,43,236,yes,-118.104332,33.982668,-115.167218,36.134893
"Dallas, TX","Houston, TX",3,Blue,77,Male,1,2008,43,10,Personal Travel,0,105,60,Eco,23,1/23/14,WN,Cheapseats Airlines Inc.,Texas,Texas,10,0,0,No,43,239,no,-95.393531,29.784308,-96.972001,32.812727
"Washington, DC","Dayton, OH",3,Blue,37,Female,2,2012,30,31,Business travel,1,0,60,Eco,27,2/27/14,EV,FlyFast Airways Inc.,Ohio,Virginia,19,22,12,No,53,368,yes,-84.168145,39.754911,-77.18974,38.897394
"Charlotte, NC","Atlanta, GA",3,Blue,80,Female,1,2010,35,2,Personal Travel,0,30,30,Eco,13,1/13/14,US,Southeast Airlines Co.,Georgia,North Carolina,13,0,0,No,40,226,no,-84.331858,33.824102,-80.815826,35.249654
"Chicago, IL","Los Angeles, CA",2,Blue,60,Female,3,2009,11,6,Personal Travel,0,0,70,Eco,16,2/16/14,OU,Oursin Airlines Inc.,California,Illinois,6,0,0,No,193,1744,no,-118.104332,33.982668,-87.895427,41.827126
"Tampa, FL","Hartford, CT",3,Blue,43,Female,0,2006,44,5,Business travel,2,8,0,Eco,7,1/7/14,WN,Cheapseats Airlines Inc.,Connecticut,Florida,7,11,26,No,180,1111,yes,-72.69883,41.740122,-82.513188,28.006247
"Las Vegas, NV","Austin, TX",3,Blue,55,Female,2,2003,29,6,Business travel,0,45,90,Eco,16,2/16/14,WN,Cheapseats Airlines Inc.,Texas,Nevada,14,0,0,No,160,1090,no,-97.761533,30.358514,-115.167218,36.134893
"Santa Barbara, CA","Portland, OR",4,Silver,31,Female,1,2003,13,36,Business travel,1,15,15,Eco Plus,31,3/31/14,OO,Northwest Business Airlines Inc.,Oregon,California,16,138,186,No,126,784,yes,-122.651087,45.520404,-119.724102,34.42747
"Tampa, FL","Charlotte, NC",4,Blue,57,Female,1,2005,8,8,Mileage tickets,0,40,90,Eco,23,2/23/14,US,Southeast Airlines Co.,North Carolina,Florida,16,0,0,No,77,507,no,-80.815826,35.249654,-82.513188,28.006247
"Detroit, MI","New York, NY",3,Gold,71,Male,2,2009,37,3,Mileage tickets,0,0,90,Eco,23,1/23/14,DL,Sigma Airlines Inc.,New York,Michigan,9,81,77,No,81,502,yes,-73.970221,40.718357,-83.227554,42.490005
"Los Angeles, CA","Las Vegas, NV",5,Silver,40,Male,1,2007,10,15,Business travel,2,0,80,Eco,4,2/4/14,WN,Cheapseats Airlines Inc.,Nevada,California,16,0,0,No,45,236,no,-115.167218,36.134893,-118.104332,33.982668
"Chicago, IL","Austin, TX",3,Blue,41,Female,1,2009,6,24,Mileage tickets,3,0,120,Eco,10,2/10/14,WN,Cheapseats Airlines Inc.,Texas,Illinois,16,45,39,No,127,972,yes,-97.761533,30.358514,-87.895427,41.827126
"Los Angeles, CA","Denver, CO",4,Blue,38,Female,1,2006,39,13,Mileage tickets,2,0,50,Eco,10,1/10/14,MQ,EnjoyFlying Air Services,Colorado,California,11,10,0,No,109,862,no,-104.955096,39.710774,-118.104332,33.982668
"Des Moines, IA","Chicago, IL",4,Silver,48,Female,1,2011,13,29,Business travel,2,5,30,Eco,16,1/16/14,OU,Oursin Airlines Inc.,Illinois,Iowa,20,10,27,No,47,299,yes,-87.895427,41.827126,-93.656127,41.619352
"Charlotte, NC","Houston, TX",1,Blue,49,Male,2,2010,40,10,Business travel,1,45,30,Eco,24,1/24/14,US,Southeast Airlines Co.,Texas,North Carolina,12,107,92,No,105,912,yes,-95.393531,29.784308,-80.815826,35.249654
"Corpus Christi, TX","Houston, TX",3,Blue,65,Female,1,2009,6,3,Mileage tickets,0,0,65,Eco,5,1/5/14,WN,Cheapseats Airlines Inc.,Texas,Texas,17,73,70,No,36,187,yes,-95.393531,29.784308,-97.412599,27.745333
"Miami, FL","Washington, DC",4,Blue,46,Female,1,2010,8,24,Business travel,1,20,80,Eco,31,1/31/14,AA,Paul Smith Airlines Inc.,Virginia,Florida,15,0,0,No,131,919,no,-77.18974,38.897394,-80.231428,26.175616
"Bozeman, MT","Salt Lake City, UT",2,Blue,76,Female,1,2006,23,6,Personal Travel,0,0,90,Eco,16,1/16/14,OO,Northwest Business Airlines Inc.,Utah,Montana,11,65,49,No,53,347,yes,-111.929515,40.640838,-111.057553,45.683919
"New York, NY","San Francisco, CA",3,Blue,85,Female,1,2005,37,2,Business travel,0,0,90,Eco Plus,5,2/5/14,AA,Paul Smith Airlines Inc.,California,New York,22,21,0,No,271,2586,no,-122.383287,37.754645,-73.970221,40.718357
"Philadelphia, PA","Houston, TX",4,Silver,32,Male,2,2008,10,1,Business travel,0,0,60,Eco,26,2/26/14,US,Southeast Airlines Co.,Texas,Pennsylvania,17,10,0,No,152,1325,no,-95.393531,29.784308,-75.298163,39.973331
"Baltimore, MD","Manchester, NH",3,Blue,71,Female,2,2008,28,3,Personal Travel,0,180,65,Eco,19,3/19/14,WN,Cheapseats Airlines Inc.,New Hampshire,Maryland,8,0,0,No,79,377,no,-71.479666,42.991043,-76.64776,39.234099
"Chicago, IL","Lansing, MI",1,Blue,43,Male,1,2010,13,5,Business travel,2,0,20,Eco,21,3/21/14,EV,FlyFast Airways Inc.,Michigan,Illinois,5,0,0,No,39,179,no,-84.535279,42.721126,-87.895427,41.827126
"Los Angeles, CA","Chicago, IL",3,Gold,62,Female,1,2007,23,30,Mileage tickets,2,85,20,Eco,23,2/23/14,OU,Oursin Airlines Inc.,Illinois,California,20,12,9,No,238,1744,yes,-87.895427,41.827126,-118.104332,33.982668
"New York, NY","San Juan, PR",4,Silver,49,Female,1,2010,8,1,Personal Travel,1,120,60,Eco,20,1/20/14,DL,Sigma Airlines Inc.,Puerto Rico,New York,14,0,0,No,213,1598,no,-66.116246,18.288174,-73.970221,40.718357
"Minneapolis, MN","Chicago, IL",4,Blue,29,Female,2,2010,0,16,Business travel,3,0,120,Eco,29,1/29/14,AA,Paul Smith Airlines Inc.,Illinois,Minnesota,15,7,0,No,60,334,no,-87.895427,41.827126,-93.2798,44.978156
"Fort Smith, AR","Atlanta, GA",3,Silver,38,Female,1,2005,22,20,Business travel,3,85,30,Eco,17,2/17/14,EV,FlyFast Airways Inc.,Georgia,Arkansas,10,0,0,No,100,579,no,-84.331858,33.824102,-94.481993,35.27488
"Houston, TX","Monroe, LA",4,Silver,55,Male,1,2003,2,1,Business travel,0,20,50,Eco,17,2/17/14,EV,FlyFast Airways Inc.,Louisiana,Texas,6,5,0,No,49,262,no,-92.11725,32.520969,-95.393531,29.784308
"Buffalo, NY","Boston, MA",4,Silver,46,Female,1,2003,1,7,Mileage tickets,1,0,45,Eco Plus,27,3/27/14,B6,OnlyJets Airlines Inc.,Massachusetts,New York,10,0,0,No,67,395,no,-71.140708,42.373132,-78.823675,42.92493
"Casper, WY","Denver, CO",4,Blue,30,Male,1,2007,31,9,Personal Travel,2,0,25,Eco,8,1/8/14,OO,Northwest Business Airlines Inc.,Colorado,Wyoming,10,0,0,No,38,230,no,-104.955096,39.710774,-106.360352,42.788611
"Portland, OR","Phoenix, AZ",3,Blue,16,Female,2,2003,17,8,Business travel,1,0,47,Eco,12,3/12/14,US,Southeast Airlines Co.,Arizona,Oregon,10,0,0,No,134,1009,no,-111.970041,33.494067,-122.651087,45.520404
"Seattle, WA","Anchorage, AK",4,Silver,80,Male,1,2005,48,3,Personal Travel,0,30,60,Eco,10,1/10/14,AS,FlyToSun Airlines Inc.,Alaska,Washington,1,14,0,No,161,1448,no,-149.847166,61.167916,-122.274661,47.468409
"Boston, MA","New York, NY",4,Blue,16,Male,1,2009,36,7,Mileage tickets,2,0,50,Eco,27,3/27/14,US,Southeast Airlines Co.,New York,Massachusetts,14,0,0,No,39,184,no,-73.970221,40.718357,-71.140708,42.373132
"Los Angeles, CA","Sacramento, CA",1,Blue,58,Female,1,2007,13,16,Business travel,1,0,120,Eco,31,3/31/14,WN,Cheapseats Airlines Inc.,California,California,18,43,59,No,65,373,yes,-121.324669,38.638578,-118.104332,33.982668
"Atlanta, GA","Chicago, IL",3,Blue,69,Male,2,2009,4,7,Personal Travel,0,0,100,Eco,31,3/31/14,DL,Sigma Airlines Inc.,Illinois,Georgia,8,0,0,No,86,606,no,-87.895427,41.827126,-84.331858,33.824102
"Atlanta, GA","Oklahoma City, OK",4,Blue,60,Male,1,2003,12,8,Business travel,0,30,105,Eco,8,1/8/14,FL,FlyHere Airways,Oklahoma,Georgia,7,0,0,No,92,761,no,-97.524305,35.504826,-84.331858,33.824102
"Austin, TX","Houston, TX",4,Blue,23,Female,2,2007,0,19,Mileage tickets,1,0,0,Eco,3,1/3/14,EV,FlyFast Airways Inc.,Texas,Texas,9,0,0,No,30,140,no,-95.393531,29.784308,-97.761533,30.358514
"Miami, FL","Atlanta, GA",5,Silver,45,Female,1,2010,0,23,Business travel,2,0,40,Eco,24,2/24/14,AA,Paul Smith Airlines Inc.,Georgia,Florida,17,0,0,No,83,594,no,-84.331858,33.824102,-80.231428,26.175616
"Jacksonville, FL","Miami, FL",2,Gold,68,Male,1,2010,36,10,Personal Travel,0,0,70,Eco,4,3/4/14,MQ,EnjoyFlying Air Services,Florida,Florida,7,8,9,No,56,335,yes,-80.231428,26.175616,-81.64274,30.24014
"Houston, TX","Albuquerque, NM",3,Blue,72,Female,2,2005,46,7,Personal Travel,0,0,60,Eco,2,1/2/14,EV,FlyFast Airways Inc.,New Mexico,Texas,17,0,0,No,99,744,no,-106.628138,35.143367,-95.393531,29.784308
"Denver, CO","Houston, TX",5,Silver,54,Male,1,2004,4,9,Business travel,0,225,60,Eco,21,3/21/14,F9,GoingNorth Airlines Inc.,Texas,Colorado,10,10,6,No,124,862,yes,-95.393531,29.784308,-104.955096,39.710774
"New York, NY","Jacksonville, FL",3,Silver,37,Male,1,2007,8,26,Business travel,2,20,55,Eco,23,3/23/14,B6,OnlyJets Airlines Inc.,Florida,New York,6,0,0,No,109,828,no,-81.64274,30.24014,-73.970221,40.718357
"Baltimore, MD","Charleston, SC",4,Blue,53,Male,2,2005,38,1,Business travel,1,0,20,Eco,2,2/2/14,WN,Cheapseats Airlines Inc.,South Carolina,Maryland,11,0,1,No,72,472,no,-80.015543,32.902255,-76.64776,39.234099
"Seattle, WA","Atlanta, GA",5,Silver,38,Male,1,2004,43,3,Business travel,2,60,100,Eco,14,2/14/14,DL,Sigma Airlines Inc.,Georgia,Washington,8,0,24,No,329,2182,yes,-84.331858,33.824102,-122.274661,47.468409
"Charlotte, NC","Atlanta, GA",4,Blue,60,Male,1,2003,20,8,Business travel,0,90,195,Eco,25,1/25/14,DL,Sigma Airlines Inc.,Georgia,North Carolina,18,0,0,No,42,226,no,-84.331858,33.824102,-80.815826,35.249654
"Houston, TX","Pittsburgh, PA",3,Blue,85,Female,2,2005,41,1,Personal Travel,1,0,30,Eco,28,2/28/14,EV,FlyFast Airways Inc.,Pennsylvania,Texas,11,0,0,No,167,1117,no,-79.951005,40.456961,-95.393531,29.784308
"Denver, CO","Cleveland, OH",5,Platinum,54,Male,1,2006,57,10,Business travel,1,13,20,Eco,7,2/7/14,OO,Northwest Business Airlines Inc.,Ohio,Colorado,12,1,2,No,184,1201,no,-81.605443,41.443638,-104.955096,39.710774
"Pittsburgh, PA","Charlotte, NC",4,Blue,50,Male,1,2012,41,6,Business travel,0,15,25,Eco,28,1/28/14,US,Southeast Airlines Co.,North Carolina,Pennsylvania,19,24,52,No,50,366,yes,-80.815826,35.249654,-79.951005,40.456961
"Medford, OR","San Francisco, CA",3,Blue,48,Male,1,2012,28,4,Business travel,2,0,120,Eco,20,2/20/14,OO,Northwest Business Airlines Inc.,California,Oregon,15,0,0,No,87,329,no,-122.383287,37.754645,-122.844238,42.336442
"San Diego, CA","Denver, CO",3,Blue,39,Female,1,2004,0,36,Personal Travel,3,0,30,Eco,7,1/7/14,WN,Cheapseats Airlines Inc.,Colorado,California,18,86,85,No,122,853,yes,-104.955096,39.710774,-117.128799,32.928728
"San Juan, PR","New York, NY",3,Platinum,51,Male,1,2007,17,6,Business travel,1,65,3,Eco,13,1/13/14,DL,Sigma Airlines Inc.,New York,Puerto Rico,9,0,0,No,187,1598,no,-73.970221,40.718357,-66.116246,18.288174
"Baton Rouge, LA","Houston, TX",2,Blue,28,Male,1,2003,8,2,Business travel,0,0,60,Eco,27,2/27/14,EV,FlyFast Airways Inc.,Texas,Louisiana,15,0,0,No,40,253,no,-95.393531,29.784308,-91.038912,30.427885
"Hartford, CT","Chicago, IL",2,Blue,73,Female,1,2005,13,6,Personal Travel,0,0,120,Eco,22,3/22/14,MQ,EnjoyFlying Air Services,Illinois,Connecticut,13,0,0,No,93,783,no,-87.895427,41.827126,-72.69883,41.740122
"Aspen, CO","Denver, CO",4,Blue,43,Female,1,2003,7,9,Business travel,0,0,120,Eco,13,3/13/14,OO,Northwest Business Airlines Inc.,Colorado,Colorado,10,2,0,No,25,125,no,-104.955096,39.710774,-106.840283,39.199278
"Detroit, MI","Washington, DC",4,Silver,65,Female,2,2012,27,3,Personal Travel,0,90,70,Eco,17,1/17/14,DL,Sigma Airlines Inc.,Virginia,Michigan,19,0,0,No,68,405,no,-77.18974,38.897394,-83.227554,42.490005
"Springfield, MO","Chicago, IL",4,Blue,51,Female,1,2003,0,6,Business travel,0,45,0,Eco,11,2/11/14,EV,FlyFast Airways Inc.,Illinois,Missouri,20,12,5,No,71,438,no,-87.895427,41.827126,-93.287053,37.148873
"Chicago, IL","Washington, DC",3,Blue,18,Female,1,2008,32,9,Business travel,1,15,40,Eco,16,2/16/14,OU,Oursin Airlines Inc.,Virginia,Illinois,8,0,1,No,94,589,no,-77.18974,38.897394,-87.895427,41.827126
"San Juan, PR","Baltimore, MD",4,Blue,53,Female,2,2010,8,4,Business travel,1,0,10,Eco,1,2/1/14,WN,Cheapseats Airlines Inc.,Maryland,Puerto Rico,8,15,20,No,211,1565,yes,-76.64776,39.234099,-66.116246,18.288174
"Las Vegas, NV","Denver, CO",4,Silver,61,Male,1,2007,6,5,Business travel,0,180,135,Eco,30,1/30/14,OU,Oursin Airlines Inc.,Colorado,Nevada,8,0,0,No,105,628,no,-104.955096,39.710774,-115.167218,36.134893
"Miami, FL","New York, NY",3,Blue,40,Female,1,2003,39,12,Business travel,1,5,20,Eco,7,1/7/14,AA,Paul Smith Airlines Inc.,New York,Florida,17,178,175,No,171,1089,yes,-73.970221,40.718357,-80.231428,26.175616
"Orlando, FL","Charlotte, NC",3,Silver,33,Female,1,2007,1,46,Personal Travel,3,0,45,Eco,18,1/18/14,US,Southeast Airlines Co.,North Carolina,Florida,7,6,13,No,79,468,yes,-80.815826,35.249654,-81.411184,28.584434
"San Diego, CA","Philadelphia, PA",3,Blue,34,Female,1,2012,1,1,Business travel,0,90,70,Eco,6,2/6/14,US,Southeast Airlines Co.,Pennsylvania,California,7,0,0,No,346,2370,no,-75.298163,39.973331,-117.128799,32.928728
"New York, NY","Atlanta, GA",2,Blue,67,Female,1,2004,51,3,Personal Travel,0,0,45,Eco,12,1/12/14,DL,Sigma Airlines Inc.,Georgia,New York,8,0,16,No,115,760,yes,-84.331858,33.824102,-73.970221,40.718357
"Denver, CO","Helena, MT",4,Blue,61,Male,1,2009,30,1,Mileage tickets,0,55,45,Eco,30,1/30/14,OO,Northwest Business Airlines Inc.,Montana,Colorado,7,0,3,No,83,594,no,-111.993456,46.614109,-104.955096,39.710774
"Minneapolis, MN","Indianapolis, IN",4,Blue,60,Male,1,2003,22,5,Personal Travel,0,0,125,Eco,10,1/10/14,OO,Northwest Business Airlines Inc.,Indiana,Minnesota,12,0,0,No,85,503,no,-86.145521,39.811262,-93.2798,44.978156
"Houston, TX","Atlanta, GA",4,Blue,54,Male,2,2012,56,1,Business travel,0,0,30,Eco,11,3/11/14,DL,Sigma Airlines Inc.,Georgia,Texas,13,27,16,No,101,696,yes,-84.331858,33.824102,-95.393531,29.784308
"Columbia, SC","Atlanta, GA",3,Silver,76,Female,1,2003,24,2,Personal Travel,0,0,60,Eco Plus,1,3/1/14,DL,Sigma Airlines Inc.,Georgia,South Carolina,19,34,21,No,30,192,yes,-84.331858,33.824102,-81.077207,34.036236
"Yuma, AZ","Los Angeles, CA",3,Blue,45,Male,1,2007,52,9,Personal Travel,0,0,50,Eco,1,2/1/14,OO,Northwest Business Airlines Inc.,California,Arizona,17,0,0,No,51,237,no,-118.104332,33.982668,-114.56828,32.677243
"Boston, MA","San Francisco, CA",3,Blue,64,Female,1,2010,25,8,Personal Travel,0,115,60,Eco,21,2/21/14,VX,Cool&Young Airlines Inc.,California,Massachusetts,9,0,NA,No,NA,2704,no,-122.383287,37.754645,-71.140708,42.373132
"Atlanta, GA","Oklahoma City, OK",3,Blue,85,Female,2,2011,13,1,Personal Travel,0,30,145,Eco Plus,14,2/14/14,DL,Sigma Airlines Inc.,Oklahoma,Georgia,10,12,4,No,90,761,no,-97.524305,35.504826,-84.331858,33.824102
"Charlotte, NC","Chicago, IL",2,Blue,49,Male,0,2003,4,3,Personal Travel,0,0,5,Eco,13,1/13/14,OU,Oursin Airlines Inc.,Illinois,North Carolina,13,158,153,No,86,599,yes,-87.895427,41.827126,-80.815826,35.249654
"Chicago, IL","Colorado Springs, CO",4,Silver,23,Female,0,2012,57,4,Business travel,0,65,30,Eco Plus,19,3/19/14,EV,FlyFast Airways Inc.,Colorado,Illinois,12,0,19,No,120,911,yes,-104.77064,38.872952,-87.895427,41.827126
"Columbus, OH","Phoenix, AZ",2,Blue,16,Male,4,2006,15,5,Personal Travel,1,0,20,Eco,23,3/23/14,WN,Cheapseats Airlines Inc.,Arizona,Ohio,10,5,0,No,177,1670,no,-111.970041,33.494067,-82.968532,40.021161
"New York, NY","Miami, FL",2,Blue,79,Male,1,2005,51,4,Business travel,1,0,105,Eco,4,1/4/14,DL,Sigma Airlines Inc.,Florida,New York,12,7,48,No,125,1089,yes,-80.231428,26.175616,-73.970221,40.718357
"Chicago, IL","St. Louis, MO",4,Blue,20,Male,1,2010,16,10,Business travel,0,48,55,Eco Plus,24,2/24/14,AA,Paul Smith Airlines Inc.,Missouri,Illinois,6,0,0,No,45,258,no,-90.340926,38.630705,-87.895427,41.827126
"Chico, CA","San Francisco, CA",2,Blue,61,Male,1,2009,0,3,Business travel,0,0,90,Eco,6,1/6/14,OO,Northwest Business Airlines Inc.,California,California,10,0,0,No,31,153,no,-122.383287,37.754645,-121.843748,39.750248
"New York, NY","Houston, TX",3,Blue,78,Female,1,2004,4,2,Personal Travel,0,0,10,Eco,7,3/7/14,OU,Oursin Airlines Inc.,Texas,New York,11,1,0,No,173,1416,no,-95.393531,29.784308,-73.970221,40.718357
"Spokane, WA","Denver, CO",3,Blue,15,Male,2,2005,3,10,Personal Travel,1,0,60,Eco,20,1/20/14,WN,Cheapseats Airlines Inc.,Colorado,Washington,12,0,0,No,124,836,no,-104.955096,39.710774,-117.352257,47.68043
"Huntsville, AL","Washington, DC",4,Blue,41,Male,1,2008,43,22,Business travel,1,0,20,Eco,21,3/21/14,EV,FlyFast Airways Inc.,Virginia,Alabama,8,0,0,No,91,596,no,-77.18974,38.897394,-86.639233,34.741669
"Los Angeles, CA","San Jose, CA",4,Silver,42,Female,1,2005,10,2,Business travel,0,20,120,Eco,2,2/2/14,OO,Northwest Business Airlines Inc.,California,California,19,0,0,No,54,308,no,-121.945145,37.329845,-118.104332,33.982668
"Las Vegas, NV","San Jose, CA",3,Blue,56,Female,1,2009,16,10,Business travel,0,0,45,Eco,22,1/22/14,WN,Cheapseats Airlines Inc.,California,Nevada,8,0,0,No,63,386,no,-121.945145,37.329845,-115.167218,36.134893
"Chicago, IL","Harrisburg, PA",3,Blue,30,Male,2,2009,18,17,Mileage tickets,2,0,20,Eco Plus,21,3/21/14,OU,Oursin Airlines Inc.,Pennsylvania,Illinois,6,18,32,No,102,594,yes,-76.86615,40.245625,-87.895427,41.827126
"Madison, WI","Minneapolis, MN",5,Gold,48,Female,1,2011,6,6,Business travel,2,120,180,Eco Plus,28,2/28/14,DL,Sigma Airlines Inc.,Minnesota,Wisconsin,13,0,21,No,35,228,yes,-93.2798,44.978156,-89.250087,43.025075
"Atlanta, GA","Columbus, OH",3,Blue,53,Male,2,2010,23,2,Business travel,0,12,60,Eco,4,1/4/14,DL,Sigma Airlines Inc.,Ohio,Georgia,17,33,37,No,79,447,yes,-82.968532,40.021161,-84.331858,33.824102
